season,phase,date,home_team,away_team,home_goals,away_goals,result,goal_diff,total_goals,home_pts,away_pts
2016,Finalización,2016-10-08,Santa Fe,Tolima,2,3,A,-1,5,0,3
2016,Finalización,2016-10-08,Alianza Petrolera,América de Cali,3,2,H,1,5,3,0
2016,Finalización,2016-10-08,Boyacá Chicó,Águilas Doradas,3,1,H,2,4,3,0
2016,Finalización,2016-10-09,Pasto,Boyacá Chicó,0,1,A,-1,1,0,3
2016,Finalización,2016-10-09,Medellín,Santa Fe,1,0,H,1,1,3,0
2016,Finalización,2016-10-10,Pasto,Once Caldas,2,2,D,0,4,1,1
2016,Finalización,2016-10-10,Once Caldas,Junior,2,1,H,1,3,3,0
2016,Finalización,2016-10-10,Once Caldas,Boyacá Chicó,2,0,H,2,2,3,0
2016,Finalización,2016-10-10,Atlético Nacional,Tolima,0,1,A,-1,1,0,3
2016,Finalización,2016-10-11,Pasto,Envigado,0,3,A,-3,3,0,3
2016,Finalización,2016-10-11,Unión Magdalena,Bucaramanga,3,2,H,1,5,3,0
2016,Finalización,2016-10-13,Deportivo Pereira,Atlético Nacional,2,0,H,2,2,3,0
2016,Finalización,2016-10-14,La Equidad,Deportivo Pereira,1,1,D,0,2,1,1
2016,Finalización,2016-10-14,Pasto,Tolima,0,1,A,-1,1,0,3
2016,Finalización,2016-10-14,Deportivo Cali,Bucaramanga,3,1,H,2,4,3,0
2016,Finalización,2016-10-14,Santa Fe,Atlético Nacional,0,3,A,-3,3,0,3
2016,Finalización,2016-10-16,Patriotas,Envigado,0,2,A,-2,2,0,3
2016,Finalización,2016-10-16,Alianza Petrolera,Boyacá Chicó,0,1,A,-1,1,0,3
2016,Finalización,2016-10-17,Tolima,Junior,2,2,D,0,4,1,1
2016,Finalización,2016-10-17,Junior,Deportivo Cali,2,1,H,1,3,3,0
2016,Finalización,2016-10-17,Unión Magdalena,Pasto,2,0,H,2,2,3,0
2016,Finalización,2016-10-17,Medellín,Águilas Doradas,1,2,A,-1,3,0,3
2016,Finalización,2016-10-18,Deportivo Cali,Medellín,0,0,D,0,0,1,1
2016,Finalización,2016-10-19,Medellín,La Equidad,2,0,H,2,2,3,0
2016,Finalización,2016-10-19,La Equidad,América de Cali,2,1,H,1,3,3,0
2016,Finalización,2016-10-19,La Equidad,Águilas Doradas,2,1,H,1,3,3,0
2016,Finalización,2016-10-20,Deportivo Cali,Águilas Doradas,0,0,D,0,0,1,1
2016,Finalización,2016-10-20,Medellín,Atlético Nacional,5,2,H,3,7,3,0
2016,Finalización,2016-10-20,Atlético Nacional,Junior,2,3,A,-1,5,0,3
2016,Finalización,2016-10-21,Alianza Petrolera,Unión Magdalena,1,0,H,1,1,3,0
2016,Finalización,2016-10-22,América de Cali,Bucaramanga,1,2,A,-1,3,0,3
2016,Finalización,2016-10-22,Tolima,Jaguares,2,1,H,1,3,3,0
2016,Finalización,2016-10-22,Envigado,Unión Magdalena,0,3,A,-3,3,0,3
2016,Finalización,2016-10-23,Águilas Doradas,Atlético Nacional,1,2,A,-1,3,0,3
2016,Finalización,2016-10-23,Águilas Doradas,Millonarios,1,0,H,1,1,3,0
2016,Finalización,2016-10-23,Once Caldas,Medellín,1,2,A,-1,3,0,3
2016,Finalización,2016-10-24,América de Cali,La Equidad,1,1,D,0,2,1,1
2016,Finalización,2016-10-25,La Equidad,Santa Fe,1,2,A,-1,3,0,3
2016,Finalización,2016-10-25,Jaguares,América de Cali,3,0,H,3,3,3,0
2016,Finalización,2016-10-25,América de Cali,Deportivo Pereira,0,0,D,0,0,1,1
2016,Finalización,2016-10-26,Medellín,Boyacá Chicó,1,2,A,-1,3,0,3
2016,Finalización,2016-10-26,América de Cali,Tolima,2,0,H,2,2,3,0
2016,Finalización,2016-10-26,Alianza Petrolera,Pasto,4,0,H,4,4,3,0
2016,Finalización,2016-10-28,Unión Magdalena,Alianza Petrolera,2,1,H,1,3,3,0
2016,Finalización,2016-10-28,Tolima,Unión Magdalena,0,0,D,0,0,1,1
2016,Finalización,2016-10-28,Unión Magdalena,Deportivo Pereira,0,0,D,0,0,1,1
2016,Finalización,2016-11-01,Santa Fe,Junior,3,0,H,3,3,3,0
2016,Finalización,2016-11-01,Boyacá Chicó,Atlético Nacional,0,1,A,-1,1,0,3
2016,Finalización,2016-11-01,Boyacá Chicó,Once Caldas,5,0,H,5,5,3,0
2016,Finalización,2016-11-01,Santa Fe,Millonarios,2,1,H,1,3,3,0
2016,Finalización,2016-11-01,Medellín,Deportivo Pereira,1,1,D,0,2,1,1
2016,Finalización,2016-11-02,América de Cali,Águilas Doradas,1,1,D,0,2,1,1
2016,Finalización,2016-11-03,Jaguares,Santa Fe,1,1,D,0,2,1,1
2016,Finalización,2016-11-03,Atlético Nacional,Envigado,0,0,D,0,0,1,1
2016,Finalización,2016-11-04,Pasto,Deportivo Cali,3,2,H,1,5,3,0
2016,Finalización,2016-11-05,Tolima,Deportivo Pereira,1,1,D,0,2,1,1
2016,Finalización,2016-11-05,Bucaramanga,Alianza Petrolera,3,2,H,1,5,3,0
2016,Finalización,2016-11-06,Medellín,América de Cali,0,0,D,0,0,1,1
2016,Finalización,2016-11-07,Deportivo Cali,Pasto,0,2,A,-2,2,0,3
2016,Finalización,2016-11-07,Envigado,Deportivo Cali,2,2,D,0,4,1,1
2016,Finalización,2016-11-07,Águilas Doradas,Jaguares,3,0,H,3,3,3,0
2016,Finalización,2016-11-08,Deportivo Cali,Patriotas,1,1,D,0,2,1,1
2016,Finalización,2016-11-08,Jaguares,Unión Magdalena,2,1,H,1,3,3,0
2016,Finalización,2016-11-09,Envigado,Millonarios,2,1,H,1,3,3,0
2016,Finalización,2016-11-10,Boyacá Chicó,Deportivo Pereira,1,1,D,0,2,1,1
2016,Finalización,2016-11-10,Deportivo Pereira,Bucaramanga,1,0,H,1,1,3,0
2016,Finalización,2016-11-10,Medellín,Once Caldas,0,0,D,0,0,1,1
2016,Finalización,2016-11-10,Once Caldas,América de Cali,1,3,A,-2,4,0,3
2016,Finalización,2016-11-11,Pasto,Alianza Petrolera,1,0,H,1,1,3,0
2016,Finalización,2016-11-11,Junior,América de Cali,2,0,H,2,2,3,0
2016,Finalización,2016-11-11,La Equidad,Tolima,0,2,A,-2,2,0,3
2016,Finalización,2016-11-11,América de Cali,Patriotas,1,2,A,-1,3,0,3
2016,Finalización,2016-11-12,Deportivo Pereira,Tolima,3,0,H,3,3,3,0
2016,Finalización,2016-11-15,Medellín,Patriotas,1,0,H,1,1,3,0
2016,Finalización,2016-11-15,Millonarios,Unión Magdalena,0,1,A,-1,1,0,3
2016,Finalización,2016-11-15,Boyacá Chicó,Santa Fe,1,4,A,-3,5,0,3
2016,Finalización,2016-11-16,Millonarios,Alianza Petrolera,3,1,H,2,4,3,0
2016,Finalización,2016-11-16,Medellín,Tolima,2,3,A,-1,5,0,3
2016,Finalización,2016-11-16,Envigado,Deportivo Pereira,1,1,D,0,2,1,1
2016,Finalización,2016-11-17,Boyacá Chicó,Junior,2,0,H,2,2,3,0
2016,Finalización,2016-11-17,Deportivo Pereira,Medellín,1,1,D,0,2,1,1
2016,Finalización,2016-11-18,Atlético Nacional,Millonarios,1,0,H,1,1,3,0
2016,Finalización,2016-11-19,Millonarios,Deportivo Pereira,3,0,H,3,3,3,0
2016,Finalización,2016-11-19,Pasto,Águilas Doradas,1,0,H,1,1,3,0
2016,Finalización,2016-11-19,Jaguares,Boyacá Chicó,0,1,A,-1,1,0,3
2016,Finalización,2016-11-19,Atlético Nacional,Pasto,3,2,H,1,5,3,0
2016,Finalización,2016-11-20,Junior,Águilas Doradas,0,0,D,0,0,1,1
2016,Finalización,2016-11-20,América de Cali,Jaguares,0,0,D,0,0,1,1
2016,Finalización,2016-11-22,Jaguares,Águilas Doradas,5,0,H,5,5,3,0
2016,Finalización,2016-11-23,Deportivo Cali,América de Cali,1,0,H,1,1,3,0
2016,Finalización,2016-11-23,Envigado,Águilas Doradas,1,0,H,1,1,3,0
2016,Finalización,2016-11-23,Patriotas,Unión Magdalena,1,0,H,1,1,3,0
2016,Finalización,2016-11-25,Deportivo Pereira,Once Caldas,2,2,D,0,4,1,1
2016,Finalización,2016-11-25,Patriotas,La Equidad,1,1,D,0,2,1,1
2016,Finalización,2016-11-26,Junior,Atlético Nacional,2,1,H,1,3,3,0
2016,Finalización,2016-11-26,Medellín,Deportivo Cali,2,0,H,2,2,3,0
2016,Finalización,2016-11-27,Jaguares,Tolima,0,1,A,-1,1,0,3
2016,Finalización,2016-11-28,Envigado,Atlético Nacional,1,1,D,0,2,1,1
2016,Finalización,2016-12-01,La Equidad,Pasto,3,1,H,2,4,3,0
2016,Finalización,2016-12-01,Millonarios,Envigado,4,0,H,4,4,3,0
2016,Finalización,2016-12-02,Patriotas,Jaguares,1,3,A,-2,4,0,3
2016,Finalización,2016-12-04,Envigado,Patriotas,0,0,D,0,0,1,1
2016,Finalización,2016-12-04,Envigado,La Equidad,0,2,A,-2,2,0,3
2016,Finalización,2016-12-07,Deportivo Cali,Alianza Petrolera,0,0,D,0,0,1,1
2016,Finalización,2016-12-07,Unión Magdalena,Deportivo Cali,1,0,H,1,1,3,0
2016,Finalización,2016-12-07,Envigado,Santa Fe,2,1,H,1,3,3,0
2016,Finalización,2016-12-07,Deportivo Pereira,Santa Fe,1,1,D,0,2,1,1
2016,Finalización,2016-12-08,Once Caldas,Bucaramanga,2,0,H,2,2,3,0
2016,Finalización,2016-12-08,Junior,Millonarios,1,0,H,1,1,3,0
2016,Finalización,2016-12-08,Deportivo Pereira,Águilas Doradas,2,0,H,2,2,3,0
2016,Finalización,2016-12-09,Bucaramanga,Deportivo Pereira,3,2,H,1,5,3,0
2016,Finalización,2016-12-09,Millonarios,Jaguares,1,2,A,-1,3,0,3
2016,Finalización,2016-12-10,Pasto,Millonarios,1,0,H,1,1,3,0
2016,Finalización,2016-12-10,Tolima,Alianza Petrolera,1,4,A,-3,5,0,3
2016,Finalización,2016-12-11,Santa Fe,Deportivo Pereira,3,1,H,2,4,3,0
2016,Finalización,2016-12-11,Millonarios,Águilas Doradas,3,2,H,1,5,3,0
2016,Finalización,2016-12-11,Boyacá Chicó,Millonarios,3,1,H,2,4,3,0
2016,Finalización,2016-12-11,La Equidad,Atlético Nacional,1,2,A,-1,3,0,3
2016,Finalización,2016-12-12,Deportivo Pereira,Millonarios,2,2,D,0,4,1,1
2016,Finalización,2016-12-12,Bucaramanga,Jaguares,2,2,D,0,4,1,1
2016,Finalización,2016-12-12,Bucaramanga,La Equidad,0,0,D,0,0,1,1
2016,Finalización,2016-12-12,Atlético Nacional,Jaguares,0,1,A,-1,1,0,3
2016,Finalización,2016-12-12,La Equidad,Unión Magdalena,1,1,D,0,2,1,1
2016,Finalización,2016-12-13,América de Cali,Deportivo Cali,0,1,A,-1,1,0,3
2016,Finalización,2016-12-13,Medellín,Pasto,2,0,H,2,2,3,0
2016,Finalización,2016-12-14,Patriotas,Bucaramanga,3,0,H,3,3,3,0
2016,Finalización,2016-12-14,Alianza Petrolera,Patriotas,1,0,H,1,1,3,0
2016,Finalización,2016-12-14,Patriotas,Alianza Petrolera,0,1,A,-1,1,0,3
2016,Finalización,2016-12-15,Boyacá Chicó,Envigado,2,1,H,1,3,3,0
2016,Finalización,2016-12-15,Envigado,Alianza Petrolera,1,0,H,1,1,3,0
2016,Finalización,2016-12-15,Pasto,Deportivo Pereira,0,0,D,0,0,1,1
2016,Finalización,2016-12-16,Alianza Petrolera,Águilas Doradas,0,2,A,-2,2,0,3
2016,Finalización,2016-12-17,Once Caldas,Millonarios,0,3,A,-3,3,0,3
2016,Finalización,2016-12-18,Patriotas,Águilas Doradas,1,0,H,1,1,3,0
2016,Finalización,2016-12-18,Bucaramanga,Tolima,2,0,H,2,2,3,0
2016,Finalización,2016-12-19,Millonarios,Atlético Nacional,0,1,A,-1,1,0,3
2016,Finalización,2016-12-19,Pasto,Patriotas,3,1,H,2,4,3,0
2016,Finalización,2016-12-19,Patriotas,Once Caldas,0,0,D,0,0,1,1
2016,Finalización,2016-12-19,América de Cali,Envigado,3,0,H,3,3,3,0
2016,Finalización,2016-12-19,Santa Fe,Jaguares,2,1,H,1,3,3,0
2016,Finalización,2016-12-19,Patriotas,Santa Fe,1,0,H,1,1,3,0
2016,Finalización,2016-12-20,Deportivo Cali,Junior,0,1,A,-1,1,0,3
2016,Finalización,2016-12-20,Millonarios,Santa Fe,0,1,A,-1,1,0,3
2016,Finalización,2016-12-20,Millonarios,Boyacá Chicó,1,1,D,0,2,1,1
2016,Finalización,2016-12-21,Águilas Doradas,Bucaramanga,1,0,H,1,1,3,0
2016,Finalización,2016-12-21,Águilas Doradas,Alianza Petrolera,0,2,A,-2,2,0,3
2016,Finalización,2016-12-21,Jaguares,Patriotas,3,0,H,3,3,3,0
2016,Finalización,2016-12-22,Tolima,Atlético Nacional,0,0,D,0,0,1,1
2016,Finalización,2016-12-22,Boyacá Chicó,Deportivo Cali,0,1,A,-1,1,0,3
2016,Finalización,2016-12-22,Santa Fe,Pasto,2,1,H,1,3,3,0
2016,Finalización,2016-12-22,Envigado,Medellín,2,1,H,1,3,3,0
2016,Finalización,2016-12-22,Deportivo Cali,Deportivo Pereira,0,2,A,-2,2,0,3
2016,Finalización,2016-12-24,Tolima,América de Cali,0,2,A,-2,2,0,3
2016,Finalización,2016-12-24,América de Cali,Once Caldas,1,0,H,1,1,3,0
2016,Finalización,2016-12-25,Deportivo Pereira,Deportivo Cali,0,1,A,-1,1,0,3
2016,Finalización,2016-12-26,Once Caldas,Alianza Petrolera,3,1,H,2,4,3,0
2016,Finalización,2016-12-26,Tolima,Águilas Doradas,0,3,A,-3,3,0,3
2016,Finalización,2016-12-27,Deportivo Pereira,Alianza Petrolera,0,0,D,0,0,1,1
2016,Finalización,2016-12-28,Deportivo Cali,Envigado,0,1,A,-1,1,0,3
2016,Finalización,2016-12-28,Bucaramanga,Santa Fe,1,0,H,1,1,3,0
2017,Apertura,2017-01-01,Santa Fe,Bucaramanga,1,0,H,1,1,3,0
2017,Apertura,2017-01-01,Deportivo Pereira,Unión Magdalena,2,3,A,-1,5,0,3
2017,Apertura,2017-01-01,Jaguares,Envigado,0,0,D,0,0,1,1
2017,Apertura,2017-01-01,Medellín,Jaguares,3,1,H,2,4,3,0
2017,Apertura,2017-01-02,Pasto,Alianza Petrolera,3,0,H,3,3,3,0
2017,Apertura,2017-01-02,Boyacá Chicó,Bucaramanga,1,1,D,0,2,1,1
2017,Apertura,2017-01-02,Jaguares,América de Cali,1,0,H,1,1,3,0
2017,Apertura,2017-01-03,Deportivo Pereira,Santa Fe,1,2,A,-1,3,0,3
2017,Apertura,2017-01-03,Águilas Doradas,Unión Magdalena,2,1,H,1,3,3,0
2017,Apertura,2017-01-03,Patriotas,Millonarios,4,1,H,3,5,3,0
2017,Apertura,2017-01-03,Unión Magdalena,Medellín,1,1,D,0,2,1,1
2017,Apertura,2017-01-03,Unión Magdalena,Pasto,1,1,D,0,2,1,1
2017,Apertura,2017-01-03,Jaguares,Tolima,0,0,D,0,0,1,1
2017,Apertura,2017-01-03,Deportivo Cali,Deportivo Pereira,0,0,D,0,0,1,1
2017,Apertura,2017-01-03,Unión Magdalena,Patriotas,1,1,D,0,2,1,1
2017,Apertura,2017-01-04,Once Caldas,La Equidad,0,1,A,-1,1,0,3
2017,Apertura,2017-01-05,Bucaramanga,Pasto,0,0,D,0,0,1,1
2017,Apertura,2017-01-06,Deportivo Cali,Once Caldas,1,2,A,-1,3,0,3
2017,Apertura,2017-01-06,Once Caldas,Tolima,1,1,D,0,2,1,1
2017,Apertura,2017-01-06,Bucaramanga,Millonarios,3,0,H,3,3,3,0
2017,Apertura,2017-01-07,América de Cali,Deportivo Cali,0,0,D,0,0,1,1
2017,Apertura,2017-01-07,Deportivo Cali,Millonarios,2,0,H,2,2,3,0
2017,Apertura,2017-01-08,Tolima,Jaguares,2,0,H,2,2,3,0
2017,Apertura,2017-01-08,Atlético Nacional,Unión Magdalena,1,0,H,1,1,3,0
2017,Apertura,2017-01-09,Bucaramanga,Unión Magdalena,3,2,H,1,5,3,0
2017,Apertura,2017-01-09,Once Caldas,Deportivo Cali,3,1,H,2,4,3,0
2017,Apertura,2017-01-09,Santa Fe,Junior,0,1,A,-1,1,0,3
2017,Apertura,2017-01-10,Jaguares,Boyacá Chicó,2,0,H,2,2,3,0
2017,Apertura,2017-01-10,Millonarios,Patriotas,2,1,H,1,3,3,0
2017,Apertura,2017-01-11,América de Cali,Medellín,3,2,H,1,5,3,0
2017,Apertura,2017-01-12,Envigado,Tolima,2,1,H,1,3,3,0
2017,Apertura,2017-01-14,Alianza Petrolera,Millonarios,3,0,H,3,3,3,0
2017,Apertura,2017-01-14,Medellín,Tolima,2,3,A,-1,5,0,3
2017,Apertura,2017-01-14,Bucaramanga,América de Cali,0,1,A,-1,1,0,3
2017,Apertura,2017-01-15,Junior,La Equidad,4,0,H,4,4,3,0
2017,Apertura,2017-01-15,Envigado,Junior,1,0,H,1,1,3,0
2017,Apertura,2017-01-16,Boyacá Chicó,Jaguares,2,0,H,2,2,3,0
2017,Apertura,2017-01-16,Alianza Petrolera,Santa Fe,2,0,H,2,2,3,0
2017,Apertura,2017-01-17,Santa Fe,Águilas Doradas,1,0,H,1,1,3,0
2017,Apertura,2017-01-18,Atlético Nacional,Medellín,2,2,D,0,4,1,1
2017,Apertura,2017-01-18,Atlético Nacional,Tolima,2,0,H,2,2,3,0
2017,Apertura,2017-01-18,Pasto,Jaguares,1,0,H,1,1,3,0
2017,Apertura,2017-01-19,Millonarios,Jaguares,2,0,H,2,2,3,0
2017,Apertura,2017-01-19,Jaguares,Santa Fe,0,1,A,-1,1,0,3
2017,Apertura,2017-01-19,Santa Fe,Alianza Petrolera,0,0,D,0,0,1,1
2017,Apertura,2017-01-20,Tolima,Deportivo Cali,0,2,A,-2,2,0,3
2017,Apertura,2017-01-20,Envigado,Once Caldas,1,0,H,1,1,3,0
2017,Apertura,2017-01-20,Envigado,Jaguares,1,2,A,-1,3,0,3
2017,Apertura,2017-01-20,Tolima,La Equidad,0,1,A,-1,1,0,3
2017,Apertura,2017-01-21,La Equidad,Tolima,3,3,D,0,6,1,1
2017,Apertura,2017-01-21,América de Cali,Jaguares,2,1,H,1,3,3,0
2017,Apertura,2017-01-22,Deportivo Pereira,La Equidad,2,1,H,1,3,3,0
2017,Apertura,2017-01-23,Unión Magdalena,Jaguares,0,1,A,-1,1,0,3
2017,Apertura,2017-01-23,América de Cali,Envigado,1,0,H,1,1,3,0
2017,Apertura,2017-01-24,Unión Magdalena,América de Cali,4,0,H,4,4,3,0
2017,Apertura,2017-01-24,Deportivo Pereira,Jaguares,4,3,H,1,7,3,0
2017,Apertura,2017-01-24,Atlético Nacional,Santa Fe,2,0,H,2,2,3,0
2017,Apertura,2017-01-24,Bucaramanga,Envigado,3,1,H,2,4,3,0
2017,Apertura,2017-01-25,Bucaramanga,Boyacá Chicó,2,2,D,0,4,1,1
2017,Apertura,2017-01-25,América de Cali,Pasto,0,0,D,0,0,1,1
2017,Apertura,2017-01-25,Junior,Santa Fe,3,0,H,3,3,3,0
2017,Apertura,2017-01-25,Águilas Doradas,Once Caldas,2,2,D,0,4,1,1
2017,Apertura,2017-01-25,Atlético Nacional,Millonarios,3,0,H,3,3,3,0
2017,Apertura,2017-01-26,Unión Magdalena,Envigado,1,1,D,0,2,1,1
2017,Apertura,2017-01-26,Alianza Petrolera,Bucaramanga,4,2,H,2,6,3,0
2017,Apertura,2017-01-26,Patriotas,Boyacá Chicó,2,1,H,1,3,3,0
2017,Apertura,2017-01-26,Deportivo Pereira,Once Caldas,2,1,H,1,3,3,0
2017,Apertura,2017-01-26,Millonarios,Tolima,3,2,H,1,5,3,0
2017,Apertura,2017-01-28,Unión Magdalena,Millonarios,0,2,A,-2,2,0,3
2017,Apertura,2017-02-01,Deportivo Pereira,Atlético Nacional,1,1,D,0,2,1,1
2017,Apertura,2017-02-03,América de Cali,Alianza Petrolera,2,2,D,0,4,1,1
2017,Apertura,2017-02-03,Tolima,América de Cali,1,0,H,1,1,3,0
2017,Apertura,2017-02-04,Deportivo Pereira,Alianza Petrolera,3,0,H,3,3,3,0
2017,Apertura,2017-02-04,Boyacá Chicó,Deportivo Pereira,2,0,H,2,2,3,0
2017,Apertura,2017-02-04,Unión Magdalena,Alianza Petrolera,0,0,D,0,0,1,1
2017,Apertura,2017-02-04,Patriotas,Medellín,0,0,D,0,0,1,1
2017,Apertura,2017-02-05,Atlético Nacional,Deportivo Cali,2,1,H,1,3,3,0
2017,Apertura,2017-02-05,América de Cali,Águilas Doradas,2,3,A,-1,5,0,3
2017,Apertura,2017-02-06,Junior,Alianza Petrolera,1,0,H,1,1,3,0
2017,Apertura,2017-02-06,Pasto,América de Cali,2,0,H,2,2,3,0
2017,Apertura,2017-02-06,Junior,Atlético Nacional,0,1,A,-1,1,0,3
2017,Apertura,2017-02-06,Deportivo Pereira,Envigado,0,2,A,-2,2,0,3
2017,Apertura,2017-02-06,Pasto,Unión Magdalena,1,1,D,0,2,1,1
2017,Apertura,2017-02-06,Alianza Petrolera,Unión Magdalena,0,1,A,-1,1,0,3
2017,Apertura,2017-02-06,Deportivo Cali,América de Cali,1,1,D,0,2,1,1
2017,Apertura,2017-02-07,Pasto,Deportivo Cali,0,1,A,-1,1,0,3
2017,Apertura,2017-02-07,Unión Magdalena,Boyacá Chicó,0,0,D,0,0,1,1
2017,Apertura,2017-02-08,Boyacá Chicó,Once Caldas,2,0,H,2,2,3,0
2017,Apertura,2017-02-09,Patriotas,Santa Fe,0,1,A,-1,1,0,3
2017,Apertura,2017-02-09,Patriotas,Pasto,2,0,H,2,2,3,0
2017,Apertura,2017-02-11,Unión Magdalena,Tolima,3,2,H,1,5,3,0
2017,Apertura,2017-02-12,Santa Fe,Jaguares,1,2,A,-1,3,0,3
2017,Apertura,2017-02-13,Deportivo Cali,Junior,1,0,H,1,1,3,0
2017,Apertura,2017-02-14,Atlético Nacional,Patriotas,1,1,D,0,2,1,1
2017,Apertura,2017-02-16,Deportivo Pereira,Águilas Doradas,2,1,H,1,3,3,0
2017,Apertura,2017-02-16,Tolima,Santa Fe,0,0,D,0,0,1,1
2017,Apertura,2017-02-16,Medellín,Boyacá Chicó,1,1,D,0,2,1,1
2017,Apertura,2017-02-16,Boyacá Chicó,Medellín,0,1,A,-1,1,0,3
2017,Apertura,2017-02-16,Once Caldas,Millonarios,1,0,H,1,1,3,0
2017,Apertura,2017-02-17,Deportivo Pereira,Medellín,1,1,D,0,2,1,1
2017,Apertura,2017-02-18,Bucaramanga,Atlético Nacional,0,2,A,-2,2,0,3
2017,Apertura,2017-02-18,Tolima,Atlético Nacional,0,0,D,0,0,1,1
2017,Apertura,2017-02-18,Tolima,Patriotas,1,0,H,1,1,3,0
2017,Apertura,2017-02-19,Millonarios,Deportivo Pereira,0,1,A,-1,1,0,3
2017,Apertura,2017-02-19,La Equidad,Boyacá Chicó,1,1,D,0,2,1,1
2017,Apertura,2017-02-19,Águilas Doradas,América de Cali,1,1,D,0,2,1,1
2017,Apertura,2017-02-20,Boyacá Chicó,La Equidad,1,0,H,1,1,3,0
2017,Apertura,2017-02-20,Patriotas,Jaguares,2,4,A,-2,6,0,3
2017,Apertura,2017-02-20,América de Cali,Tolima,0,2,A,-2,2,0,3
2017,Apertura,2017-02-20,La Equidad,Águilas Doradas,2,0,H,2,2,3,0
2017,Apertura,2017-02-20,Deportivo Cali,Unión Magdalena,2,2,D,0,4,1,1
2017,Apertura,2017-02-20,Tolima,Pasto,2,1,H,1,3,3,0
2017,Apertura,2017-02-20,Tolima,Bucaramanga,1,1,D,0,2,1,1
2017,Apertura,2017-02-20,Patriotas,Alianza Petrolera,2,1,H,1,3,3,0
2017,Apertura,2017-02-21,Once Caldas,Pasto,0,2,A,-2,2,0,3
2017,Apertura,2017-02-21,Jaguares,Junior,1,1,D,0,2,1,1
2017,Apertura,2017-02-21,Deportivo Pereira,Junior,1,1,D,0,2,1,1
2017,Apertura,2017-02-22,Junior,Deportivo Pereira,1,0,H,1,1,3,0
2017,Apertura,2017-02-23,Atlético Nacional,Jaguares,2,2,D,0,4,1,1
2017,Apertura,2017-02-23,Once Caldas,Deportivo Pereira,2,0,H,2,2,3,0
2017,Apertura,2017-02-23,Millonarios,Alianza Petrolera,2,0,H,2,2,3,0
2017,Apertura,2017-02-24,Tolima,Águilas Doradas,1,1,D,0,2,1,1
2017,Apertura,2017-02-24,Unión Magdalena,Atlético Nacional,1,1,D,0,2,1,1
2017,Apertura,2017-02-24,Millonarios,Medellín,3,0,H,3,3,3,0
2017,Apertura,2017-02-25,Medellín,Bucaramanga,1,0,H,1,1,3,0
2017,Apertura,2017-02-25,Santa Fe,Pasto,1,2,A,-1,3,0,3
2017,Apertura,2017-02-25,Jaguares,Once Caldas,0,0,D,0,0,1,1
2017,Apertura,2017-02-25,Unión Magdalena,Deportivo Pereira,2,1,H,1,3,3,0
2017,Apertura,2017-02-25,Águilas Doradas,Medellín,1,1,D,0,2,1,1
2017,Apertura,2017-02-26,Águilas Doradas,Pasto,0,1,A,-1,1,0,3
2017,Apertura,2017-02-26,Bucaramanga,La Equidad,1,0,H,1,1,3,0
2017,Apertura,2017-02-27,Junior,Deportivo Cali,2,2,D,0,4,1,1
2017,Apertura,2017-02-28,Alianza Petrolera,Once Caldas,1,1,D,0,2,1,1
2017,Apertura,2017-02-28,Boyacá Chicó,Atlético Nacional,1,1,D,0,2,1,1
2017,Apertura,2017-02-28,Águilas Doradas,Junior,0,2,A,-2,2,0,3
2017,Apertura,2017-03-01,Pasto,La Equidad,2,0,H,2,2,3,0
2017,Apertura,2017-03-01,Santa Fe,Once Caldas,0,0,D,0,0,1,1
2017,Apertura,2017-03-01,Pasto,Tolima,3,1,H,2,4,3,0
2017,Apertura,2017-03-01,Envigado,Alianza Petrolera,2,0,H,2,2,3,0
2017,Apertura,2017-03-01,Once Caldas,Bucaramanga,0,2,A,-2,2,0,3
2017,Apertura,2017-03-02,Águilas Doradas,Atlético Nacional,1,1,D,0,2,1,1
2017,Apertura,2017-03-03,Envigado,Atlético Nacional,2,0,H,2,2,3,0
2017,Apertura,2017-03-03,Alianza Petrolera,Patriotas,0,2,A,-2,2,0,3
2017,Apertura,2017-03-03,La Equidad,Deportivo Pereira,2,2,D,0,4,1,1
2017,Apertura,2017-03-04,Once Caldas,Águilas Doradas,2,2,D,0,4,1,1
2017,Apertura,2017-03-05,Santa Fe,Envigado,4,3,H,1,7,3,0
2017,Apertura,2017-03-05,Bucaramanga,Jaguares,0,1,A,-1,1,0,3
2017,Apertura,2017-03-05,Alianza Petrolera,Jaguares,0,3,A,-3,3,0,3
2017,Apertura,2017-03-05,América de Cali,La Equidad,3,1,H,2,4,3,0
2017,Apertura,2017-03-05,Deportivo Cali,Boyacá Chicó,2,1,H,1,3,3,0
2017,Apertura,2017-03-05,Santa Fe,Medellín,0,3,A,-3,3,0,3
2017,Apertura,2017-03-05,Once Caldas,Patriotas,2,0,H,2,2,3,0
2017,Apertura,2017-03-06,Jaguares,Deportivo Pereira,1,0,H,1,1,3,0
2017,Apertura,2017-03-06,Junior,Bucaramanga,3,1,H,2,4,3,0
2017,Apertura,2017-03-06,La Equidad,Pasto,3,2,H,1,5,3,0
2017,Apertura,2017-03-06,Medellín,Águilas Doradas,2,1,H,1,3,3,0
2017,Apertura,2017-03-07,Alianza Petrolera,Boyacá Chicó,0,0,D,0,0,1,1
2017,Apertura,2017-03-07,Patriotas,Unión Magdalena,2,1,H,1,3,3,0
2017,Apertura,2017-03-07,Once Caldas,Unión Magdalena,1,1,D,0,2,1,1
2017,Apertura,2017-03-08,América de Cali,Santa Fe,2,0,H,2,2,3,0
